,colorIdentity,U,R,G,W,B ,None
11218,G,0,0,1,0,0,0
11219,,0,0,0,0,0,1
11220,U,1,0,0,0,0,0
11221,R,0,1,0,0,0,0
11222,W,0,0,0,1,0,0
11225,W,0,0,0,1,0,0
11226,U,1,0,0,0,0,0
11228,GR,0,1,1,0,0,0
11232,W,0,0,0,1,0,0
11233,,0,0,0,0,0,1
11237,U,1,0,0,0,0,0
11238,GW,0,0,1,1,0,0
11241,G,0,0,1,0,0,0
11246,U,1,0,0,0,0,0
11248,U,1,0,0,0,0,0
11249,W,0,0,0,1,0,0
11250,B,0,0,0,0,1,0
11251,W,0,0,0,1,0,0
11252,BGRUW,1,1,1,1,1,0
11254,G,0,0,1,0,0,0
11255,B,0,0,0,0,1,0
11258,GR,0,1,1,0,0,0
11260,GR,0,1,1,0,0,0
11261,GW,0,0,1,1,0,0
11262,W,0,0,0,1,0,0
11263,BG,0,0,1,0,1,0
11264,G,0,0,1,0,0,0
11266,U,1,0,0,0,0,0
11267,,0,0,0,0,0,1
11269,R,0,1,0,0,0,0
11270,R,0,1,0,0,0,0
11271,U,1,0,0,0,0,0
11272,U,1,0,0,0,0,0
11273,U,1,0,0,0,0,0
11274,R,0,1,0,0,0,0
11275,B,0,0,0,0,1,0
11276,R,0,1,0,0,0,0
11278,,0,0,0,0,0,1
11279,W,0,0,0,1,0,0
11280,G,0,0,1,0,0,0
11281,G,0,0,1,0,0,0
11282,,0,0,0,0,0,1
11283,W,0,0,0,1,0,0
11284,B,0,0,0,0,1,0
11285,,0,0,0,0,0,1
11288,R,0,1,0,0,0,0
11293,R,0,1,0,0,0,0
11294,W,0,0,0,1,0,0
11297,,0,0,0,0,0,1
11298,R,0,1,0,0,0,0
11300,R,0,1,0,0,0,0
11311,U,1,0,0,0,0,0
11312,R,0,1,0,0,0,0
11313,,0,0,0,0,0,1
11314,R,0,1,0,0,0,0
11316,G,0,0,1,0,0,0
11317,UW,1,0,0,1,0,0
11319,G,0,0,1,0,0,0
11320,,0,0,0,0,0,1
11322,U,1,0,0,0,0,0
11323,B,0,0,0,0,1,0
11325,B,0,0,0,0,1,0
11329,UW,1,0,0,1,0,0
11330,U,1,0,0,0,0,0
11331,U,1,0,0,0,0,0
11332,B,0,0,0,0,1,0
11333,GR,0,1,1,0,0,0
11335,BR,0,1,0,0,1,0
11336,,0,0,0,0,0,1
11339,BGRUW,1,1,1,1,1,0
11340,G,0,0,1,0,0,0
11342,G,0,0,1,0,0,0
11343,G,0,0,1,0,0,0
11344,GW,0,0,1,1,0,0
11346,R,0,1,0,0,0,0
11348,R,0,1,0,0,0,0
11349,U,1,0,0,0,0,0
11351,U,1,0,0,0,0,0
11355,B,0,0,0,0,1,0
11357,R,0,1,0,0,0,0
11363,W,0,0,0,1,0,0
11364,G,0,0,1,0,0,0
11367,U,1,0,0,0,0,0
11368,R,0,1,0,0,0,0
11369,B,0,0,0,0,1,0
11370,B,0,0,0,0,1,0
11371,G,0,0,1,0,0,0
11372,B,0,0,0,0,1,0
11373,U,1,0,0,0,0,0
11375,G,0,0,1,0,0,0
11376,R,0,1,0,0,0,0
11377,B,0,0,0,0,1,0
11378,B,0,0,0,0,1,0
11382,BG,0,0,1,0,1,0
11383,U,1,0,0,0,0,0
11385,R,0,1,0,0,0,0
11387,B,0,0,0,0,1,0
11388,,0,0,0,0,0,1
11390,U,1,0,0,0,0,0
11391,U,1,0,0,0,0,0
11394,U,1,0,0,0,0,0
11395,G,0,0,1,0,0,0
11397,BR,0,1,0,0,1,0
11398,W,0,0,0,1,0,0
11401,G,0,0,1,0,0,0
11404,U,1,0,0,0,0,0
11406,R,0,1,0,0,0,0
11409,B,0,0,0,0,1,0
11411,,0,0,0,0,0,1
11412,U,1,0,0,0,0,0
11414,W,0,0,0,1,0,0
11415,U,1,0,0,0,0,0
11417,,0,0,0,0,0,1
11418,W,0,0,0,1,0,0
11421,BRU,1,1,0,0,1,0
11423,,0,0,0,0,0,1
11425,,0,0,0,0,0,1
11426,BW,0,0,0,1,1,0
11429,W,0,0,0,1,0,0
11431,U,1,0,0,0,0,0
11433,G,0,0,1,0,0,0
11434,,0,0,0,0,0,1
11435,W,0,0,0,1,0,0
11437,U,1,0,0,0,0,0
11439,,0,0,0,0,0,1
11440,R,0,1,0,0,0,0
11441,U,1,0,0,0,0,0
11444,GW,0,0,1,1,0,0
11445,BU,1,0,0,0,1,0
11446,RU,1,1,0,0,0,0
11450,B,0,0,0,0,1,0
11453,,0,0,0,0,0,1
11460,R,0,1,0,0,0,0
11462,U,1,0,0,0,0,0
11463,B,0,0,0,0,1,0
11465,,0,0,0,0,0,1
11466,W,0,0,0,1,0,0
11467,W,0,0,0,1,0,0
11470,U,1,0,0,0,0,0
11473,B,0,0,0,0,1,0
11474,GU,1,0,1,0,0,0
11476,U,1,0,0,0,0,0
11478,GU,1,0,1,0,0,0
11480,U,1,0,0,0,0,0
11485,U,1,0,0,0,0,0
11486,G,0,0,1,0,0,0
11487,U,1,0,0,0,0,0
11488,R,0,1,0,0,0,0
11489,R,0,1,0,0,0,0
11490,,0,0,0,0,0,1
11491,R,0,1,0,0,0,0
11495,B,0,0,0,0,1,0
11496,R,0,1,0,0,0,0
11499,UW,1,0,0,1,0,0
11503,G,0,0,1,0,0,0
11506,,0,0,0,0,0,1
11507,B,0,0,0,0,1,0
11509,,0,0,0,0,0,1
11511,B,0,0,0,0,1,0
11512,W,0,0,0,1,0,0
11513,G,0,0,1,0,0,0
11515,,0,0,0,0,0,1
11517,UW,1,0,0,1,0,0
11521,U,1,0,0,0,0,0
11525,BG,0,0,1,0,1,0
11529,U,1,0,0,0,0,0
11530,,0,0,0,0,0,1
11533,U,1,0,0,0,0,0
11535,BU,1,0,0,0,1,0
11537,B,0,0,0,0,1,0
11540,BU,1,0,0,0,1,0
11542,,0,0,0,0,0,1
11543,R,0,1,0,0,0,0
11544,BR,0,1,0,0,1,0
11547,B,0,0,0,0,1,0
11549,G,0,0,1,0,0,0
11552,R,0,1,0,0,0,0
11554,R,0,1,0,0,0,0
11555,U,1,0,0,0,0,0
11556,B,0,0,0,0,1,0
11565,R,0,1,0,0,0,0
11567,R,0,1,0,0,0,0
11569,B,0,0,0,0,1,0
11571,W,0,0,0,1,0,0
11573,B,0,0,0,0,1,0
11575,GW,0,0,1,1,0,0
11578,,0,0,0,0,0,1
11579,G,0,0,1,0,0,0
11580,R,0,1,0,0,0,0
11582,W,0,0,0,1,0,0
11584,,0,0,0,0,0,1
11586,,0,0,0,0,0,1
11587,G,0,0,1,0,0,0
11588,B,0,0,0,0,1,0
11594,B,0,0,0,0,1,0
11597,BG,0,0,1,0,1,0
11598,BG,0,0,1,0,1,0
11599,B,0,0,0,0,1,0
11600,G,0,0,1,0,0,0
11601,G,0,0,1,0,0,0
11603,R,0,1,0,0,0,0
11605,BG,0,0,1,0,1,0
11606,GU,1,0,1,0,0,0
11607,,0,0,0,0,0,1
11608,GW,0,0,1,1,0,0
11610,R,0,1,0,0,0,0
11611,R,0,1,0,0,0,0
11613,BR,0,1,0,0,1,0
11615,W,0,0,0,1,0,0
11616,B,0,0,0,0,1,0
11617,U,1,0,0,0,0,0
11619,B,0,0,0,0,1,0
11620,W,0,0,0,1,0,0
11622,G,0,0,1,0,0,0
11624,U,1,0,0,0,0,0
11625,W,0,0,0,1,0,0
11626,G,0,0,1,0,0,0
11627,BGRUW,1,1,1,1,1,0
11628,,0,0,0,0,0,1
11629,G,0,0,1,0,0,0
11631,W,0,0,0,1,0,0
11633,,0,0,0,0,0,1
11634,W,0,0,0,1,0,0
11636,B,0,0,0,0,1,0
11638,,0,0,0,0,0,1
11640,,0,0,0,0,0,1
11641,G,0,0,1,0,0,0
11642,G,0,0,1,0,0,0
11643,B,0,0,0,0,1,0
11644,R,0,1,0,0,0,0
11646,W,0,0,0,1,0,0
11648,B,0,0,0,0,1,0
11654,U,1,0,0,0,0,0
11655,RU,1,1,0,0,0,0
11656,U,1,0,0,0,0,0
11659,B,0,0,0,0,1,0
11660,GU,1,0,1,0,0,0
11661,B,0,0,0,0,1,0
11664,W,0,0,0,1,0,0
11666,BR,0,1,0,0,1,0
11667,RU,1,1,0,0,0,0
11670,W,0,0,0,1,0,0
11671,G,0,0,1,0,0,0
11672,U,1,0,0,0,0,0
11677,BRW,0,1,0,1,1,0
11681,U,1,0,0,0,0,0
11683,BR,0,1,0,0,1,0
11685,G,0,0,1,0,0,0
11688,BGUW,1,0,1,1,1,0
11689,U,1,0,0,0,0,0
11691,W,0,0,0,1,0,0
11692,U,1,0,0,0,0,0
11694,B,0,0,0,0,1,0
11695,W,0,0,0,1,0,0
11698,G,0,0,1,0,0,0
11699,GW,0,0,1,1,0,0
11700,G,0,0,1,0,0,0
11702,U,1,0,0,0,0,0
11704,W,0,0,0,1,0,0
11705,,0,0,0,0,0,1
11707,R,0,1,0,0,0,0
11708,R,0,1,0,0,0,0
11709,B,0,0,0,0,1,0
11710,W,0,0,0,1,0,0
11713,U,1,0,0,0,0,0
11715,B,0,0,0,0,1,0
11716,,0,0,0,0,0,1
11717,B,0,0,0,0,1,0
11718,GRU,1,1,1,0,0,0
11719,G,0,0,1,0,0,0
11720,,0,0,0,0,0,1
11722,U,1,0,0,0,0,0
11724,BU,1,0,0,0,1,0
11728,R,0,1,0,0,0,0
11730,W,0,0,0,1,0,0
11732,W,0,0,0,1,0,0
11736,G,0,0,1,0,0,0
11738,G,0,0,1,0,0,0
11739,U,1,0,0,0,0,0
11742,GW,0,0,1,1,0,0
11744,R,0,1,0,0,0,0
11745,G,0,0,1,0,0,0
11746,U,1,0,0,0,0,0
11747,W,0,0,0,1,0,0
11749,,0,0,0,0,0,1
11750,R,0,1,0,0,0,0
11753,,0,0,0,0,0,1
11754,W,0,0,0,1,0,0
11755,W,0,0,0,1,0,0
11758,U,1,0,0,0,0,0
11759,B,0,0,0,0,1,0
11761,R,0,1,0,0,0,0
11763,,0,0,0,0,0,1
11765,GRW,0,1,1,1,0,0
11767,R,0,1,0,0,0,0
11768,G,0,0,1,0,0,0
11769,,0,0,0,0,0,1
11771,W,0,0,0,1,0,0
11773,W,0,0,0,1,0,0
11775,W,0,0,0,1,0,0
11776,U,1,0,0,0,0,0
11777,B,0,0,0,0,1,0
11782,BG,0,0,1,0,1,0
11783,G,0,0,1,0,0,0
11785,R,0,1,0,0,0,0
11787,RUW,1,1,0,1,0,0
11788,U,1,0,0,0,0,0
11790,G,0,0,1,0,0,0
11791,U,1,0,0,0,0,0
11793,R,0,1,0,0,0,0
11794,B,0,0,0,0,1,0
11795,,0,0,0,0,0,1
11797,B,0,0,0,0,1,0
11799,G,0,0,1,0,0,0
11802,R,0,1,0,0,0,0
11803,B,0,0,0,0,1,0
11804,G,0,0,1,0,0,0
11805,B,0,0,0,0,1,0
11807,B,0,0,0,0,1,0
11808,,0,0,0,0,0,1
11812,BG,0,0,1,0,1,0
11813,BG,0,0,1,0,1,0
11815,GW,0,0,1,1,0,0
11818,W,0,0,0,1,0,0
11819,W,0,0,0,1,0,0
11823,GU,1,0,1,0,0,0
11826,U,1,0,0,0,0,0
11828,R,0,1,0,0,0,0
11829,,0,0,0,0,0,1
11834,G,0,0,1,0,0,0
11835,,0,0,0,0,0,1
11836,B,0,0,0,0,1,0
11837,R,0,1,0,0,0,0
11838,R,0,1,0,0,0,0
11841,B,0,0,0,0,1,0
11842,BR,0,1,0,0,1,0
11843,BG,0,0,1,0,1,0
11844,BGU,1,0,1,0,1,0
11845,RU,1,1,0,0,0,0
11846,GU,1,0,1,0,0,0
11847,U,1,0,0,0,0,0
11850,BRU,1,1,0,0,1,0
11852,G,0,0,1,0,0,0
11853,W,0,0,0,1,0,0
11855,B,0,0,0,0,1,0
11856,W,0,0,0,1,0,0
11857,BRU,1,1,0,0,1,0
11858,,0,0,0,0,0,1
11859,RW,0,1,0,1,0,0
11860,B,0,0,0,0,1,0
11861,,0,0,0,0,0,1
11863,,0,0,0,0,0,1
11864,G,0,0,1,0,0,0
11867,RU,1,1,0,0,0,0
11868,U,1,0,0,0,0,0
11869,R,0,1,0,0,0,0
11870,W,0,0,0,1,0,0
11872,U,1,0,0,0,0,0
11874,GR,0,1,1,0,0,0
11875,W,0,0,0,1,0,0
11879,BG,0,0,1,0,1,0
11881,,0,0,0,0,0,1
11884,W,0,0,0,1,0,0
11885,,0,0,0,0,0,1
11886,W,0,0,0,1,0,0
11889,W,0,0,0,1,0,0
11890,GUW,1,0,1,1,0,0
11891,U,1,0,0,0,0,0
11892,G,0,0,1,0,0,0
11894,B,0,0,0,0,1,0
11897,G,0,0,1,0,0,0
11898,G,0,0,1,0,0,0
11900,U,1,0,0,0,0,0
11903,W,0,0,0,1,0,0
11907,B,0,0,0,0,1,0
11912,,0,0,0,0,0,1
11913,,0,0,0,0,0,1
11919,UW,1,0,0,1,0,0
11921,U,1,0,0,0,0,0
11922,R,0,1,0,0,0,0
11924,G,0,0,1,0,0,0
11926,,0,0,0,0,0,1
11927,W,0,0,0,1,0,0
11929,U,1,0,0,0,0,0
11930,,0,0,0,0,0,1
11933,U,1,0,0,0,0,0
11934,W,0,0,0,1,0,0
11936,U,1,0,0,0,0,0
11937,BW,0,0,0,1,1,0
11938,B,0,0,0,0,1,0
11943,U,1,0,0,0,0,0
11945,,0,0,0,0,0,1
11948,U,1,0,0,0,0,0
11949,B,0,0,0,0,1,0
11950,G,0,0,1,0,0,0
11952,UW,1,0,0,1,0,0
11954,B,0,0,0,0,1,0
11956,R,0,1,0,0,0,0
11957,B,0,0,0,0,1,0
11961,,0,0,0,0,0,1
11962,U,1,0,0,0,0,0
11965,R,0,1,0,0,0,0
11966,W,0,0,0,1,0,0
11968,,0,0,0,0,0,1
11969,BG,0,0,1,0,1,0
11970,,0,0,0,0,0,1
11972,B,0,0,0,0,1,0
11975,W,0,0,0,1,0,0
11976,B,0,0,0,0,1,0
11977,B,0,0,0,0,1,0
11978,W,0,0,0,1,0,0
11979,G,0,0,1,0,0,0
11980,B,0,0,0,0,1,0
11983,R,0,1,0,0,0,0
11985,GRU,1,1,1,0,0,0
11987,,0,0,0,0,0,1
11988,B,0,0,0,0,1,0
11989,G,0,0,1,0,0,0
11991,G,0,0,1,0,0,0
11992,UW,1,0,0,1,0,0
11993,R,0,1,0,0,0,0
11994,B,0,0,0,0,1,0
11996,U,1,0,0,0,0,0
11998,B,0,0,0,0,1,0
12000,R,0,1,0,0,0,0
12002,,0,0,0,0,0,1
12003,GW,0,0,1,1,0,0
12006,GU,1,0,1,0,0,0
12008,,0,0,0,0,0,1
12010,W,0,0,0,1,0,0
12011,B,0,0,0,0,1,0
12012,BR,0,1,0,0,1,0
12013,,0,0,0,0,0,1
12016,U,1,0,0,0,0,0
12018,G,0,0,1,0,0,0
12019,B,0,0,0,0,1,0
12021,G,0,0,1,0,0,0
12022,G,0,0,1,0,0,0
12023,U,1,0,0,0,0,0
12025,R,0,1,0,0,0,0
12029,,0,0,0,0,0,1
12031,B,0,0,0,0,1,0
12032,R,0,1,0,0,0,0
12035,RW,0,1,0,1,0,0
12038,B,0,0,0,0,1,0
12039,R,0,1,0,0,0,0
12046,,0,0,0,0,0,1
12047,U,1,0,0,0,0,0
12048,U,1,0,0,0,0,0
12049,B,0,0,0,0,1,0
12050,RU,1,1,0,0,0,0
12051,G,0,0,1,0,0,0
12052,U,1,0,0,0,0,0
12053,G,0,0,1,0,0,0
12056,U,1,0,0,0,0,0
12057,G,0,0,1,0,0,0
12058,GW,0,0,1,1,0,0
12059,R,0,1,0,0,0,0
12060,R,0,1,0,0,0,0
12061,,0,0,0,0,0,1
12062,GR,0,1,1,0,0,0
12063,GW,0,0,1,1,0,0
12066,BU,1,0,0,0,1,0
12068,W,0,0,0,1,0,0
12070,G,0,0,1,0,0,0
12071,G,0,0,1,0,0,0
12073,UW,1,0,0,1,0,0
12074,,0,0,0,0,0,1
12076,R,0,1,0,0,0,0
12077,BUW,1,0,0,1,1,0
12079,BR,0,1,0,0,1,0
12080,,0,0,0,0,0,1
12081,,0,0,0,0,0,1
12083,R,0,1,0,0,0,0
12084,R,0,1,0,0,0,0
12085,,0,0,0,0,0,1
12086,G,0,0,1,0,0,0
12088,BW,0,0,0,1,1,0
12089,,0,0,0,0,0,1
12090,G,0,0,1,0,0,0
12092,U,1,0,0,0,0,0
12093,B,0,0,0,0,1,0
12094,G,0,0,1,0,0,0
12095,GR,0,1,1,0,0,0
12096,G,0,0,1,0,0,0
12097,R,0,1,0,0,0,0
12099,GRU,1,1,1,0,0,0
12101,,0,0,0,0,0,1
12102,R,0,1,0,0,0,0
12103,,0,0,0,0,0,1
12104,B,0,0,0,0,1,0
12110,R,0,1,0,0,0,0
12111,G,0,0,1,0,0,0
12112,R,0,1,0,0,0,0
12113,B,0,0,0,0,1,0
12115,BGR,0,1,1,0,1,0
12116,G,0,0,1,0,0,0
12118,G,0,0,1,0,0,0
12119,R,0,1,0,0,0,0
12121,W,0,0,0,1,0,0
12122,G,0,0,1,0,0,0
12125,U,1,0,0,0,0,0
12126,,0,0,0,0,0,1
12130,U,1,0,0,0,0,0
12133,,0,0,0,0,0,1
12135,U,1,0,0,0,0,0
12138,,0,0,0,0,0,1
12139,U,1,0,0,0,0,0
12140,G,0,0,1,0,0,0
12141,,0,0,0,0,0,1
12144,,0,0,0,0,0,1
12145,GUW,1,0,1,1,0,0
12146,,0,0,0,0,0,1
12147,B,0,0,0,0,1,0
12149,BG,0,0,1,0,1,0
12151,U,1,0,0,0,0,0
12153,U,1,0,0,0,0,0
12155,BU,1,0,0,0,1,0
12156,B,0,0,0,0,1,0
12158,R,0,1,0,0,0,0
12159,B,0,0,0,0,1,0
12165,G,0,0,1,0,0,0
12166,R,0,1,0,0,0,0
12171,R,0,1,0,0,0,0
12172,W,0,0,0,1,0,0
12173,,0,0,0,0,0,1
12174,B,0,0,0,0,1,0
12175,R,0,1,0,0,0,0
12178,R,0,1,0,0,0,0
12180,,0,0,0,0,0,1
12182,,0,0,0,0,0,1
12183,U,1,0,0,0,0,0
12185,W,0,0,0,1,0,0
12186,GR,0,1,1,0,0,0
12188,W,0,0,0,1,0,0
12189,G,0,0,1,0,0,0
12191,,0,0,0,0,0,1
12192,R,0,1,0,0,0,0
12193,W,0,0,0,1,0,0
12195,GU,1,0,1,0,0,0
12199,R,0,1,0,0,0,0
12203,G,0,0,1,0,0,0
12207,U,1,0,0,0,0,0
12211,R,0,1,0,0,0,0
12214,G,0,0,1,0,0,0
12217,U,1,0,0,0,0,0
12219,W,0,0,0,1,0,0
12220,G,0,0,1,0,0,0
12221,G,0,0,1,0,0,0
12223,R,0,1,0,0,0,0
12226,GRU,1,1,1,0,0,0
12227,U,1,0,0,0,0,0
12228,R,0,1,0,0,0,0
12229,U,1,0,0,0,0,0
12230,B,0,0,0,0,1,0
12232,U,1,0,0,0,0,0
12234,,0,0,0,0,0,1
12236,R,0,1,0,0,0,0
12238,R,0,1,0,0,0,0
12239,U,1,0,0,0,0,0
12241,W,0,0,0,1,0,0
12242,W,0,0,0,1,0,0
12243,R,0,1,0,0,0,0
12244,W,0,0,0,1,0,0
12245,,0,0,0,0,0,1
12246,BR,0,1,0,0,1,0
12247,,0,0,0,0,0,1
12248,GR,0,1,1,0,0,0
12249,RUW,1,1,0,1,0,0
12251,,0,0,0,0,0,1
12252,W,0,0,0,1,0,0
12256,W,0,0,0,1,0,0
12257,R,0,1,0,0,0,0
12258,R,0,1,0,0,0,0
12264,W,0,0,0,1,0,0
12266,B,0,0,0,0,1,0
12267,U,1,0,0,0,0,0
12269,G,0,0,1,0,0,0
12270,G,0,0,1,0,0,0
12271,R,0,1,0,0,0,0
12272,,0,0,0,0,0,1
12273,B,0,0,0,0,1,0
12274,,0,0,0,0,0,1
12279,W,0,0,0,1,0,0
12280,B,0,0,0,0,1,0
12281,U,1,0,0,0,0,0
12282,G,0,0,1,0,0,0
12283,R,0,1,0,0,0,0
12284,R,0,1,0,0,0,0
12286,UW,1,0,0,1,0,0
12288,U,1,0,0,0,0,0
12289,,0,0,0,0,0,1
12291,BGR,0,1,1,0,1,0
12292,W,0,0,0,1,0,0
12293,G,0,0,1,0,0,0
12294,RW,0,1,0,1,0,0
12297,GRW,0,1,1,1,0,0
12298,B,0,0,0,0,1,0
12299,R,0,1,0,0,0,0
12304,GW,0,0,1,1,0,0
12305,R,0,1,0,0,0,0
12307,RW,0,1,0,1,0,0
12309,,0,0,0,0,0,1
12312,U,1,0,0,0,0,0
12316,,0,0,0,0,0,1
12321,R,0,1,0,0,0,0
12322,BG,0,0,1,0,1,0
12323,U,1,0,0,0,0,0
12324,BU,1,0,0,0,1,0
12325,G,0,0,1,0,0,0
12326,R,0,1,0,0,0,0
12327,,0,0,0,0,0,1
12329,U,1,0,0,0,0,0
12330,B,0,0,0,0,1,0
12331,RU,1,1,0,0,0,0
12334,,0,0,0,0,0,1
12335,,0,0,0,0,0,1
12336,W,0,0,0,1,0,0
12337,W,0,0,0,1,0,0
12339,U,1,0,0,0,0,0
12341,B,0,0,0,0,1,0
12343,R,0,1,0,0,0,0
12345,U,1,0,0,0,0,0
12346,,0,0,0,0,0,1
12347,,0,0,0,0,0,1
12349,B,0,0,0,0,1,0
12350,UW,1,0,0,1,0,0
12352,,0,0,0,0,0,1
12353,B,0,0,0,0,1,0
12355,B,0,0,0,0,1,0
12358,G,0,0,1,0,0,0
12360,BU,1,0,0,0,1,0
12361,G,0,0,1,0,0,0
12364,R,0,1,0,0,0,0
12367,G,0,0,1,0,0,0
12368,R,0,1,0,0,0,0
12371,U,1,0,0,0,0,0
12372,R,0,1,0,0,0,0
12373,G,0,0,1,0,0,0
12378,W,0,0,0,1,0,0
12379,W,0,0,0,1,0,0
12380,B,0,0,0,0,1,0
12381,R,0,1,0,0,0,0
12384,B,0,0,0,0,1,0
12385,W,0,0,0,1,0,0
12386,GW,0,0,1,1,0,0
12389,W,0,0,0,1,0,0
12391,G,0,0,1,0,0,0
12392,U,1,0,0,0,0,0
12393,U,1,0,0,0,0,0
12395,,0,0,0,0,0,1
12396,W,0,0,0,1,0,0
12399,,0,0,0,0,0,1
12401,GUW,1,0,1,1,0,0
12403,G,0,0,1,0,0,0
12404,G,0,0,1,0,0,0
12408,R,0,1,0,0,0,0
12413,W,0,0,0,1,0,0
12415,U,1,0,0,0,0,0
12416,RW,0,1,0,1,0,0
12417,,0,0,0,0,0,1
12418,G,0,0,1,0,0,0
12419,R,0,1,0,0,0,0
12420,,0,0,0,0,0,1
12422,BGRUW,1,1,1,1,1,0
12423,GU,1,0,1,0,0,0
12425,U,1,0,0,0,0,0
12427,R,0,1,0,0,0,0
12428,B,0,0,0,0,1,0
12429,G,0,0,1,0,0,0
12431,W,0,0,0,1,0,0
12433,R,0,1,0,0,0,0
12436,,0,0,0,0,0,1
12439,W,0,0,0,1,0,0
12442,,0,0,0,0,0,1
12444,R,0,1,0,0,0,0
12448,B,0,0,0,0,1,0
12453,W,0,0,0,1,0,0
12454,B,0,0,0,0,1,0
12456,W,0,0,0,1,0,0
12457,G,0,0,1,0,0,0
12458,R,0,1,0,0,0,0
12462,UW,1,0,0,1,0,0
12463,,0,0,0,0,0,1
12464,B,0,0,0,0,1,0
12465,,0,0,0,0,0,1
12467,G,0,0,1,0,0,0
12468,W,0,0,0,1,0,0
12473,BU,1,0,0,0,1,0
12477,B,0,0,0,0,1,0
12478,R,0,1,0,0,0,0
12479,,0,0,0,0,0,1
12480,G,0,0,1,0,0,0
12483,G,0,0,1,0,0,0
12494,U,1,0,0,0,0,0
12495,R,0,1,0,0,0,0
12499,G,0,0,1,0,0,0
12501,R,0,1,0,0,0,0
12503,R,0,1,0,0,0,0
12505,G,0,0,1,0,0,0
12508,W,0,0,0,1,0,0
12509,B,0,0,0,0,1,0
12511,,0,0,0,0,0,1
12512,UW,1,0,0,1,0,0
12515,B,0,0,0,0,1,0
12516,U,1,0,0,0,0,0
12518,G,0,0,1,0,0,0
12519,U,1,0,0,0,0,0
12521,U,1,0,0,0,0,0
12522,R,0,1,0,0,0,0
12524,B,0,0,0,0,1,0
12526,U,1,0,0,0,0,0
12534,U,1,0,0,0,0,0
12535,W,0,0,0,1,0,0
12536,B,0,0,0,0,1,0
12537,B,0,0,0,0,1,0
12538,U,1,0,0,0,0,0
12539,UW,1,0,0,1,0,0
12540,BGRUW,1,1,1,1,1,0
12541,W,0,0,0,1,0,0
12542,,0,0,0,0,0,1
12543,B,0,0,0,0,1,0
12545,G,0,0,1,0,0,0
12546,U,1,0,0,0,0,0
12547,,0,0,0,0,0,1
12548,U,1,0,0,0,0,0
12552,,0,0,0,0,0,1
12555,,0,0,0,0,0,1
12556,W,0,0,0,1,0,0
12557,R,0,1,0,0,0,0
12558,R,0,1,0,0,0,0
12559,,0,0,0,0,0,1
12560,,0,0,0,0,0,1
12561,BG,0,0,1,0,1,0
12562,RW,0,1,0,1,0,0
12563,,0,0,0,0,0,1
12564,R,0,1,0,0,0,0
12565,R,0,1,0,0,0,0
12566,W,0,0,0,1,0,0
12567,R,0,1,0,0,0,0
12568,R,0,1,0,0,0,0
12569,GW,0,0,1,1,0,0
12570,R,0,1,0,0,0,0
12571,R,0,1,0,0,0,0
12572,W,0,0,0,1,0,0
12573,G,0,0,1,0,0,0
12574,BRU,1,1,0,0,1,0
12576,R,0,1,0,0,0,0
12578,B,0,0,0,0,1,0
12580,,0,0,0,0,0,1
12581,GR,0,1,1,0,0,0
12582,GW,0,0,1,1,0,0
12583,G,0,0,1,0,0,0
12584,G,0,0,1,0,0,0
12585,W,0,0,0,1,0,0
12587,B,0,0,0,0,1,0
12589,U,1,0,0,0,0,0
12590,R,0,1,0,0,0,0
12592,BW,0,0,0,1,1,0
12595,G,0,0,1,0,0,0
12596,G,0,0,1,0,0,0
12599,B,0,0,0,0,1,0
12600,B,0,0,0,0,1,0
12602,,0,0,0,0,0,1
12604,R,0,1,0,0,0,0
12605,B,0,0,0,0,1,0
12606,B,0,0,0,0,1,0
12607,,0,0,0,0,0,1
12609,,0,0,0,0,0,1
12611,W,0,0,0,1,0,0
12612,G,0,0,1,0,0,0
12614,,0,0,0,0,0,1
12616,G,0,0,1,0,0,0
12622,R,0,1,0,0,0,0
12623,U,1,0,0,0,0,0
12624,RU,1,1,0,0,0,0
12628,GR,0,1,1,0,0,0
12630,G,0,0,1,0,0,0
12631,R,0,1,0,0,0,0
12632,G,0,0,1,0,0,0
12633,B,0,0,0,0,1,0
12634,W,0,0,0,1,0,0
12635,BRU,1,1,0,0,1,0
12636,B,0,0,0,0,1,0
12639,U,1,0,0,0,0,0
12640,R,0,1,0,0,0,0
12642,G,0,0,1,0,0,0
12643,W,0,0,0,1,0,0
12646,W,0,0,0,1,0,0
12649,G,0,0,1,0,0,0
12650,RW,0,1,0,1,0,0
12652,W,0,0,0,1,0,0
12656,W,0,0,0,1,0,0
12658,G,0,0,1,0,0,0
12659,RW,0,1,0,1,0,0
12660,G,0,0,1,0,0,0
12662,U,1,0,0,0,0,0
12663,B,0,0,0,0,1,0
12664,R,0,1,0,0,0,0
12665,G,0,0,1,0,0,0
12667,R,0,1,0,0,0,0
12670,G,0,0,1,0,0,0
12671,U,1,0,0,0,0,0
12672,B,0,0,0,0,1,0
12673,,0,0,0,0,0,1
12677,BG,0,0,1,0,1,0
12680,B,0,0,0,0,1,0
12685,U,1,0,0,0,0,0
12689,R,0,1,0,0,0,0
12691,W,0,0,0,1,0,0
12692,U,1,0,0,0,0,0
12693,B,0,0,0,0,1,0
12694,U,1,0,0,0,0,0
12695,G,0,0,1,0,0,0
12698,,0,0,0,0,0,1
12699,BUW,1,0,0,1,1,0
12700,U,1,0,0,0,0,0
12701,R,0,1,0,0,0,0
12703,U,1,0,0,0,0,0
