,types
8437,['Artifact']
8438,['Sorcery']
8440,['Creature']
8441,['Artifact' 'Creature']
8447,['Sorcery']
8448,['Creature']
8450,['Artifact']
8451,['Creature']
8455,['Enchantment']
8457,['Creature']
8458,['Creature']
8459,['Plane']
8461,['Artifact']
8462,['Artifact']
8464,['Land']
8465,['Creature']
8466,['Instant']
8467,['Creature']
8468,['Creature']
8470,['Instant']
8472,['Instant']
8473,['Creature']
8474,['Enchantment']
8476,['Sorcery']
8477,['Creature']
8478,['Creature']
8480,['Creature']
8481,['Enchantment']
8487,['Token' 'Creature']
8488,['Creature']
8489,['Instant']
8490,['Creature']
8493,['Creature']
8494,['Creature']
8496,['Sorcery']
8498,['Enchantment']
8501,['Artifact' 'Creature']
8502,['Artifact']
8503,['Instant']
8504,['Artifact']
8505,['Sorcery']
8506,['Creature']
8510,['Creature']
8512,['Creature']
8514,['Creature']
8521,['Creature']
8522,['Creature']
8523,['Creature']
8525,['Creature']
8526,['Creature']
8529,['Enchantment']
8531,['Creature']
8533,['Instant']
8534,['Creature']
8535,['Land']
8538,['Creature']
8539,['Instant']
8540,['Enchantment']
8541,['Land']
8542,['Creature']
8543,['Creature']
8544,['Creature']
8546,['Sorcery']
8547,['Enchantment']
8549,['Instant']
8551,['Creature']
8553,['Creature']
8554,['Land']
8555,['Sorcery']
8557,['Creature']
8558,['Instant']
8561,['Sorcery']
8562,['Enchantment']
8565,['Instant']
8570,['Instant']
8572,['Land']
8573,['Creature']
8574,['Enchantment' 'Creature']
8577,['Sorcery']
8579,['Enchantment']
8580,['Creature']
8583,['Sorcery']
8584,['Enchantment']
8586,['Sorcery']
8587,['Creature']
8588,['Creature']
8589,['Creature']
8590,['Creature']
8591,['Instant']
8592,['Creature']
8593,['Land']
8594,['Enchantment']
8595,['Creature']
8597,['Creature']
8598,['Creature']
8600,['Sorcery']
8601,['Enchantment']
8602,['Enchantment']
8603,['Creature']
8604,['Enchantment' 'Creature']
8605,['Sorcery']
8607,['Instant']
8608,['Creature']
8609,['Artifact']
8611,['Artifact']
8612,['Creature']
8613,['Creature']
8617,['Land']
8619,['Creature']
8621,['Instant']
8622,['Sorcery']
8623,['Token' 'Artifact' 'Creature']
8624,['Creature']
8625,['Creature']
8626,['Creature']
8627,['Artifact' 'Creature']
8628,['Creature']
8630,['Creature']
8632,['Creature']
8633,['Enchantment']
8636,['Sorcery']
8640,['Creature']
8642,['Card']
8646,['Card']
8647,['Instant']
8650,['Creature']
8651,['Creature']
8654,['Sorcery']
8656,['Creature']
8659,['Creature']
8662,['Artifact']
8663,['Creature']
8665,['Creature']
8667,['Artifact']
8668,['Sorcery']
8669,['Artifact']
8670,['Creature']
8671,['Creature']
8672,['Creature']
8673,['Enchantment']
8675,['Creature']
8677,['Creature']
8678,['Creature']
8679,['Sorcery']
8680,['Tribal' 'Instant']
8681,['Creature']
8683,['Creature']
8684,['Creature']
8685,['Instant']
8687,['Land']
8689,['Instant']
8690,['Creature']
8691,['Instant']
8692,['Sorcery']
8693,['Creature']
8695,['Sorcery']
8696,['Creature']
8697,['Sorcery']
8698,['Phenomenon']
8702,['Creature']
8703,['Enchantment']
8704,['Token' 'Creature']
8707,['Enchantment']
8709,['Creature']
8710,['Enchantment']
8713,['Sorcery']
8714,['Creature']
8717,['Creature']
8718,['Token' 'Creature']
8722,['Creature']
8723,['Artifact']
8725,['Stickers']
8732,['Creature']
8734,['Creature']
8735,['Artifact']
8736,['Sorcery']
8738,['Artifact']
8739,['Enchantment']
8743,['Artifact']
8744,['Artifact']
8745,['Enchantment']
8746,['Creature']
8747,['Creature']
8751,['Creature']
8752,['Instant']
8753,['Land']
8754,['Enchantment']
8756,['Card']
8758,['Sorcery']
8759,['Creature']
8760,['Artifact']
8761,['Creature']
8762,['Conspiracy']
8763,['Sorcery']
8764,['Creature']
8765,['Instant']
8766,['Creature']
8767,['Creature']
8769,['Creature']
8771,['Card']
8773,['Card']
8774,['Creature']
8777,['Creature']
8778,['Sorcery']
8779,['Artifact']
8780,['Card']
8781,['Creature']
8782,['Creature']
8783,['Creature']
8784,['Creature']
8786,['Creature']
8787,['Creature']
8788,['Creature']
8789,['Instant']
8791,['Creature']
8792,['Instant']
8793,['Artifact']
8794,['Creature']
8799,['Artifact']
8801,['Artifact']
8805,['Creature']
8807,['Artifact']
8810,['Instant']
8811,['Card']
8812,['Creature']
8813,['Creature']
8816,['Creature']
8819,['Creature']
8820,['Creature']
8822,['Enchantment']
8824,['Sorcery']
8825,['Creature']
8826,['Enchantment']
8827,['Instant']
8828,['Creature']
8829,['Creature']
8830,['Land']
8831,['Creature']
8832,['Instant']
8833,['Enchantment']
8834,['Creature']
8836,['Creature']
8838,['Creature']
8840,['Creature']
8841,['Creature']
8842,['Sorcery']
8843,['Creature']
8848,['Sorcery']
8850,['Land']
8854,['Creature']
8855,['Creature']
8857,['Enchantment']
8858,['Creature']
8859,['Creature']
8862,['Creature']
8863,['Stickers']
8864,['Enchantment']
8866,['Creature']
8868,['Creature']
8870,['Land']
8871,['Creature']
8872,['Enchantment']
8873,['Artifact' 'Creature']
8874,['Sorcery']
8878,['Sorcery']
8880,['Creature']
8882,['Artifact']
8883,['Artifact' 'Creature']
8884,['Creature']
8885,['Creature']
8886,['Creature']
8887,['Creature']
8889,['Card']
8890,['Sorcery']
8893,['Instant']
8894,['Sorcery']
8895,['Artifact']
8896,['Enchantment']
8897,['Creature']
8900,['Enchantment']
8901,['Enchantment']
8902,['Creature']
8904,['Creature']
8905,['Creature']
8906,['Land']
8908,['Enchantment']
8909,['Artifact' 'Creature']
8911,['Sorcery']
8913,['Instant']
8917,['Creature']
8919,['Creature']
8920,['Creature']
8922,['Enchantment']
8923,['Sorcery']
8926,['Creature']
8927,['Land']
8928,['Sorcery']
8930,['Card']
8931,['Creature']
8933,['Enchantment' 'Creature']
8936,['Creature']
8937,['Artifact' 'Creature']
8938,['Creature']
8939,['Sorcery']
8940,['Enchantment']
8943,['Sorcery']
8944,['Creature']
8945,['Creature']
8946,['Artifact']
8948,['Artifact']
8949,['Sorcery']
8950,['Creature']
8952,['Creature']
8954,['Sorcery']
8956,['Creature']
8961,['Enchantment']
8962,['Enchantment']
8965,['Creature']
8966,['Creature']
8967,['Creature']
8969,['Creature']
8972,['Creature']
8973,['Creature']
8974,['Enchantment']
8976,['Creature']
8978,['Token' 'Creature']
8980,['Land']
8981,['Token' 'Creature']
8982,['Creature']
8984,['Land']
8985,['Artifact' 'Creature']
8987,['Instant']
8988,['Artifact']
8989,['Instant']
8990,['Land']
8991,['Planeswalker']
8993,['Emblem']
8994,['Artifact' 'Creature']
8995,['Sorcery']
8996,['Creature']
8997,['Sorcery']
8998,['Instant']
8999,['Creature']
9000,['Sorcery']
9004,['Creature']
9005,['Instant']
9007,['Creature']
9010,['Artifact']
9011,['Instant']
9012,['Enchantment']
9013,['Creature']
9015,['Enchantment']
9016,['Artifact' 'Creature']
9017,['Land']
9018,['Instant']
9019,['Sorcery']
9020,['Sorcery']
9021,['Creature']
9022,['Planeswalker']
9023,['Enchantment']
9028,['Sorcery']
9029,['Creature']
9030,['Sorcery']
9031,['Creature']
9032,['Token' 'Creature']
9033,['Artifact']
9034,['Creature']
9037,['Enchantment']
9038,['Artifact' 'Creature']
9040,['Creature']
9042,['Artifact']
9043,['Instant']
9044,['Instant']
9045,['Enchantment']
9046,['Land']
9047,['Artifact' 'Creature']
9049,['Sorcery']
9050,['Artifact']
9051,['Hero']
9052,['Card']
9054,['Land']
9055,['Creature']
9056,['Creature']
9057,['Creature']
9060,['Sorcery']
9061,['Enchantment' 'Creature']
9062,['Creature']
9063,['Instant']
9065,['Creature']
9066,['Sorcery']
9068,['Enchantment']
9069,['Sorcery']
9070,['Token' 'Creature']
9071,['Sorcery']
9073,['Artifact']
9075,['Instant']
9076,['Creature']
9080,['Artifact']
9081,['Enchantment']
9082,['Sorcery']
9083,['Creature']
9085,['Creature']
9086,['Creature']
9088,['Creature']
9089,['Planeswalker']
9090,['Creature']
9091,['Creature']
9092,['Creature']
9093,['Creature']
9094,['Instant']
9095,['Land']
9096,['Creature']
9097,['Sorcery']
9099,['Card']
9100,['Creature']
9101,['Sorcery']
9102,['Creature']
9109,['Creature']
9110,['Creature']
9112,['Artifact']
9113,['Artifact']
9114,['Artifact']
9116,['Creature']
9117,['Instant']
9120,['Instant']
9121,['Stickers']
9122,['Creature']
9123,['Creature']
9124,['Creature']
9125,['Artifact']
9126,['Creature']
9127,['Artifact']
9130,['Instant']
9135,['Creature']
9136,['Creature']
9137,['Creature']
9138,['Enchantment']
9140,['Creature']
9141,['Enchantment']
9144,['Creature']
9145,['Creature']
9147,['Artifact']
9149,['Instant']
9150,['Creature']
9151,['Creature']
9153,['Creature']
9154,['Enchantment']
9159,['Sorcery']
9162,['Creature']
9163,['Creature']
9165,['Creature']
9166,['Creature']
9172,['Instant']
9173,['Artifact' 'Creature']
9174,['Enchantment']
9175,['Enchantment' 'Creature']
9176,['Creature']
9181,['Sorcery']
9182,['Creature']
9184,['Creature']
9185,['Enchantment']
9186,['Land']
9187,['Creature']
9188,['Land']
9189,['Creature']
9191,['Instant']
9192,['Creature']
9193,['Card']
9195,['Creature']
9199,['Sorcery']
9202,['Artifact' 'Creature']
9205,['Creature']
9206,['Creature']
9207,['Creature']
9208,['Creature']
9210,['Creature']
9211,['Creature']
9212,['Land']
9214,['Enchantment']
9218,['Sorcery']
9221,['Creature']
9222,['Creature']
9223,['Artifact']
9224,['Instant']
9225,['Creature']
9226,['Sorcery']
9228,['Artifact']
9232,['Enchantment']
9233,['Sorcery']
9234,['Creature']
9236,['Creature']
9238,['Creature']
9244,['Land']
9247,['Card']
9248,['Sorcery']
9249,['Creature']
9253,['Artifact']
9255,['Artifact' 'Creature']
9257,['Sorcery']
9258,['Creature']
9260,['Sorcery']
9261,['Creature']
9263,['Creature']
9265,['Sorcery']
9266,['Creature']
9267,['Creature']
9269,['Vanguard']
9271,['Land']
9275,['Creature']
9278,['Creature']
9280,['Enchantment']
9282,['Enchantment']
9283,['Creature']
9284,['Enchantment']
9288,['Creature']
9289,['Creature']
9292,['Sorcery']
9294,['Creature']
9295,['Card']
9297,['Creature']
9299,['Emblem']
9308,['Sorcery']
9310,['Creature']
9314,['Artifact']
9316,['Creature']
9317,['Instant']
9318,['Creature']
9319,['Enchantment']
9320,['Creature']
9321,['Artifact' 'Creature']
9322,['Creature']
9329,['Card']
9330,['Sorcery']
9331,['Creature']
9332,['Creature']
9333,['Sorcery']
9335,['Enchantment']
9336,['Creature']
9338,['Card']
9340,['Creature']
9341,['Sorcery']
9342,['Sorcery']
9346,['Enchantment']
9347,['Creature']
9348,['Creature']
9349,['Land']
9351,['Creature']
9353,['Creature']
9354,['Instant']
9355,['Card']
9356,['Artifact']
9359,['Creature']
9362,['Card']
9363,['Creature']
9365,['Creature']
9367,['Creature']
9368,['Instant']
9369,['Creature']
9372,['Token' 'Creature']
9374,['Creature']
9375,['Creature']
9376,['Creature']
9379,['Creature']
9381,['Sorcery']
9382,['Sorcery']
9384,['Instant']
9386,['Sorcery']
9387,['Artifact']
9388,['Land']
9389,['Creature']
9392,['Instant']
9393,['Instant']
9394,['Creature']
9395,['Enchantment' 'Creature']
9396,['Creature']
9398,['Enchantment']
9399,['Creature']
9401,['Card']
9405,['Creature']
9406,['Instant']
9407,['Creature']
9408,['Enchantment']
9409,['Creature']
9410,['Sorcery']
9411,['Artifact']
9412,['Sorcery']
9413,['Sorcery']
9414,['Artifact']
9415,['Creature']
9418,['Creature']
9419,['Instant']
9420,['Planeswalker']
9421,['Artifact']
9422,['Artifact']
9424,['Creature']
9425,['Sorcery']
9426,['Creature']
9427,['Creature']
9430,['Sorcery']
9431,['Sorcery']
9432,['Creature']
9435,['Creature']
9437,['Creature']
9443,['Creature']
9444,['Artifact' 'Creature']
9448,['Creature']
9449,['Instant']
9451,['Creature']
9452,['Creature']
9453,['Creature']
9456,['Creature']
9458,['Enchantment']
9459,['Creature']
9463,['Card']
9464,['Enchantment']
9465,['Creature']
9467,['Instant']
9471,['Creature']
9474,['Creature']
9475,['Creature']
9476,['Creature']
9483,['Vanguard']
9484,['Artifact']
9486,['Creature']
9489,['Artifact' 'Creature']
9490,['Creature']
9496,['Card']
9497,['Instant']
9498,['Land']
9499,['Sorcery']
9501,['Planeswalker']
9503,['Creature']
9504,['Artifact' 'Creature']
9505,['Creature']
9506,['Instant']
9511,['Enchantment']
9512,['Enchantment']
9513,['Creature']
9514,['Sorcery']
9515,['Creature']
9516,['Creature']
9519,['Creature']
9520,['Creature']
9522,['Creature']
9524,['Artifact' 'Creature']
9525,['Creature']
9526,['Creature']
9529,['Creature']
9531,['Creature']
9532,['Creature']
9534,['Instant']
9536,['Creature']
9538,['Sorcery']
9540,['Creature']
9541,['Creature']
9542,['Instant']
9543,['Land']
9544,['Instant']
9545,['Creature']
9546,['Land']
9548,['Creature']
9549,['Creature']
9551,['Elemental' 'Instant']
9552,['Enchantment']
9554,['Creature']
9556,['Creature']
9557,['Sorcery']
9559,['Creature']
9560,['Creature']
9561,['Creature']
9562,['Creature']
9563,['Artifact' 'Creature']
9564,['Sorcery']
9566,['Sorcery']
9567,['Artifact']
9568,['Creature']
9570,['Enchantment']
9572,['Land']
9573,['Instant']
9574,['Card']
9575,['Enchantment']
9576,['Creature']
9577,['Creature']
9578,['Creature']
9581,['Creature']
9582,['Token' 'Artifact']
9583,['Creature']
9584,['Sorcery']
9588,['Creature']
9589,['Enchantment']
9590,['Sorcery']
9592,['Creature']
9593,['Creature']
9594,['Hero']
9595,['Instant']
9596,['Artifact']
9597,['Artifact' 'Land']
9599,['Creature']
9601,['Creature']
9603,['Creature']
9610,['Card']
9613,['Enchantment']
9615,['Sorcery']
9616,['Sorcery']
9618,['Card']
9620,['Creature']
9621,['Instant']
9628,['Creature']
9630,['Land']
9631,['Token' 'Creature']
9632,['Enchantment']
9633,['Creature']
9637,['Creature']
9638,['Creature']
9639,['Instant']
9640,['Sorcery']
9642,['Instant']
9643,['Creature']
9644,['Card']
9646,['Card']
9647,['Sorcery']
9648,['Card']
9649,['Sorcery']
9650,['Creature']
9651,['Creature']
9652,['Creature']
9653,['Creature']
9654,['Creature']
9656,['Creature']
9659,['Planeswalker']
9660,['Instant']
9661,['Enchantment']
9662,['Creature']
9664,['Enchantment']
9665,['Artifact']
9666,['Creature']
9667,['Creature']
9669,['Artifact']
9670,['Creature']
9671,['Card']
9672,['Enchantment']
9673,['Token' 'Creature']
9674,['Sorcery']
9675,['Sorcery']
9676,['Creature']
9677,['Land']
9678,['Sorcery']
9680,['Instant']
9683,['Creature']
9684,['Enchantment']
9685,['Instant']
9687,['Artifact']
9689,['Enchantment' 'Creature']
9690,['Creature']
9693,['Enchantment']
9694,['Creature']
9696,['Card']
9697,['Creature']
9698,['Creature']
9699,['Creature']
9704,['Creature']
9708,['Creature']
9709,['Enchantment']
9710,['Creature']
9711,['Creature']
9712,['Enchantment']
9714,['Creature']
9715,['Creature']
9718,['Card']
9720,['Creature']
9721,['Creature']
9725,['Creature']
9726,['Enchantment']
9731,['Enchantment']
9733,['Instant']
9734,['Instant']
9737,['Creature']
9738,['Enchantment']
9740,['Artifact']
9742,['Artifact']
9743,['Creature']
9744,['Creature']
9747,['Creature']
9749,['Creature']
9750,['Creature']
9752,['Creature']
9753,['Enchantment']
9754,['Creature']
9755,['Enchantment']
9756,['Instant']
9758,['Creature']
9759,['Creature']
9761,['Land']
9762,['Sorcery']
9763,['Enchantment']
9765,['Creature']
9767,['Artifact']
9768,['Creature']
9769,['Creature']
9772,['Artifact' 'Creature']
9773,['Creature']
9774,['Creature']
9775,['Creature']
9778,['Creature']
9779,['Creature']
9781,['Artifact' 'Creature']
9782,['Sorcery']
9790,['Artifact']
9791,['Sorcery']
9792,['Creature']
9794,['Instant']
9795,['Creature']
9796,['Creature']
9797,['Sorcery']
9798,['Creature']
9799,['Creature']
9801,['Creature']
9802,['Instant']
9803,['Creature']
9804,['Instant']
9805,['Creature']
9806,['Sorcery']
9807,['Creature']
9811,['Creature']
9812,['Artifact']
9813,['Creature']
9815,['Enchantment']
9818,['Creature']
9821,['Creature']
9824,['Enchantment']
9828,['Artifact']
9829,['Artifact']
9831,['Creature']
9832,['Land']
9834,['Creature']
9836,['Creature']
9842,['Artifact']
9843,['Instant']
9845,['Creature']
9846,['Enchantment']
9847,['Enchantment']
9848,['Creature']
9850,['Creature']
9851,['Creature']
9852,['Artifact' 'Creature']
9854,['Sorcery']
9855,['Artifact' 'Creature']
9860,['Artifact' 'Creature']
9861,['Creature']
9864,['Creature']
9869,['Creature']
9870,['Creature']
9872,['Creature']
9875,['Artifact']
9876,['Creature']
9877,['Creature']
9878,['Artifact']
9879,['Artifact' 'Creature']
9880,['Creature']
9881,['Instant']
9882,['Creature']
9883,['Creature']
9884,['Sorcery']
9885,['Creature']
9887,['Creature']
9888,['Sorcery']
9890,['Creature']
9891,['Creature']
9892,['Artifact' 'Creature']
9893,['Sorcery']
9894,['Artifact']
9898,['Instant']
9902,['Creature']
9903,['Enchantment']
9905,['Creature']
9906,['Creature']
9907,['Sorcery']
9908,['Creature']
9909,['Land']
9910,['Artifact']
9911,['Land']
9912,['Creature']
9913,['Instant']
9914,['Sorcery']
9915,['Instant']
9916,['Token']
9918,['Enchantment']
9920,['Sorcery']
9921,['Creature']
9922,['Creature']
9925,['Creature']
9926,['Creature']
9927,['Enchantment']
9930,['Plane']
9931,['Creature']
9932,['Creature']
9934,['Sorcery']
9935,['Creature']
9936,['Creature']
9937,['Creature']
9938,['Instant']
9940,['Creature']
9941,['Creature']
9943,['Sorcery']
9947,['Creature']
9948,['Instant']
9949,['Enchantment']
9950,['Enchantment']
9951,['Creature']
9952,['Creature']
9954,['Creature']
9955,['Land']
9956,['Creature']
9957,['Enchantment']
9961,['Creature']
9962,['Planeswalker']
9963,['Creature']
9966,['Enchantment']
9967,['Stickers']
9968,['Creature']
9969,['Creature']
9970,['Instant']
9971,['Sorcery']
9973,['Artifact']
9974,['Creature']
9975,['Creature']
9976,['Creature']
9978,['Creature']
9979,['Creature']
9980,['Creature']
9981,['Artifact']
9982,['Creature']
9983,['Card']
9984,['Creature']
9989,['Creature']
9990,['Creature']
9993,['Card']
9994,['Artifact' 'Creature']
9995,['Land']
9998,['Creature']
10000,['Artifact']
10002,['Creature']
10004,['Artifact' 'Creature']
10005,['Enchantment']
10008,['Artifact' 'Creature']
10011,['Creature']
10013,['Sorcery']
10014,['Land']
10015,['Creature']
10016,['Instant']
10018,['Creature']
10020,['Creature']
10021,['Instant']
10023,['Creature']
10027,['Instant']
10031,['Token' 'Creature']
10032,['Creature']
10033,['Instant']
10034,['Creature']
10035,['Sorcery']
10036,['Creature']
10037,['Artifact']
10041,['Creature']
10043,['Card']
10045,['Artifact' 'Creature']
10046,['Creature']
10048,['Creature']
10050,['Creature']
10055,['Creature']
10057,['Vanguard']
10058,['Creature']
10061,['Creature']
10062,['Enchantment']
10065,['Sorcery']
10066,['Creature']
10071,['Creature']
10074,['Creature']
10075,['Creature']
10077,['Creature']
10078,['Enchantment']
10079,['Creature']
10080,['Creature']
10081,['Land']
10082,['Creature']
10083,['Artifact']
10084,['Planeswalker']
10087,['Instant']
10088,['Sorcery']
10089,['Creature']
10091,['Creature']
10094,['Creature']
10101,['Enchantment']
10102,['Instant']
10103,['Creature']
10104,['Creature']
10105,['Creature']
10106,['Enchantment']
10107,['Enchantment' 'Creature']
10108,['Creature']
10109,['Creature']
10110,['Instant']
10112,['Instant']
10113,['Creature']
10114,['Creature']
10116,['Creature']
10122,['Instant']
10124,['Creature']
10127,['Artifact' 'Creature']
10129,['Artifact' 'Creature']
10131,['Creature']
10132,['Land']
10133,['Enchantment']
10135,['Creature']
10137,['Token' 'Creature']
10138,['Creature']
10139,['Instant']
10140,['Creature']
10143,['Creature']
10144,['Instant']
10145,['Instant']
10147,['Creature']
